vendor_id,passenger_count,trip_distance,pickup_longitude,pickup_latitude,rate_code,store_and_fwd,dropoff_longitude,dropoff_latitude,fare_amount,trip_time,year,month,day,day_of_week,is_weekend,hour,h_distance
1,1,1.5,-74.006,40.732,1,0,-74.005,40.719,8.5,584,2016,6,16,5,0,20,1.4744580065858917
1,1,1.5,-74.005,40.708,1,0,-73.993,40.724,10.0,785,2016,1,12,3,0,15,2.0162973373055557
1,1,1.5,-74.005,40.752,1,0,-73.992,40.739,6.5,280,2016,3,29,3,0,6,1.8425944804899421
1,1,1.5,-74.0,40.728,1,0,-73.99,40.74,9.5,779,2016,6,15,4,0,18,1.6445995281515908
1,1,1.5,-73.996,40.739,1,0,-73.98,40.735,9.0,675,2016,6,10,6,0,0,1.40701060753867
1,1,1.5,-73.996,40.761,1,0,-74.008,40.744,9.0,648,2016,3,1,3,0,11,2.1428997725954053
1,1,1.5,-73.995,40.749,1,0,-74.001,40.732,7.0,379,2016,3,27,1,1,20,1.9857364364039005
1,1,1.5,-73.994,40.751,1,0,-73.993,40.739,10.0,826,2016,3,2,4,0,9,1.3397292338153257
1,1,1.5,-73.993,40.737,1,0,-73.993,40.721,8.0,562,2016,3,1,3,0,20,1.7312459739460064
1,1,1.5,-73.991,40.73,1,0,-73.975,40.741,11.5,1040,2016,1,12,3,0,13,1.7796291293272104
1,1,1.5,-73.991,40.74,1,0,-73.976,40.748,13.0,1204,2016,6,2,5,0,12,1.5707805357341278
1,1,1.5,-73.99,40.728,1,0,-73.983,40.738,9.5,759,2016,6,16,5,0,14,1.2877124243941822
1,1,1.5,-73.99,40.739,1,0,-74.009,40.739,7.5,490,2016,3,27,1,1,16,1.5989762710686581
1,1,1.5,-73.99,40.762,1,0,-74.006,40.749,7.0,369,2016,3,13,1,1,21,2.0645441562123446
1,1,1.5,-73.989,40.763,1,0,-73.967,40.764,7.5,469,2016,3,26,7,1,21,1.8056594491377176
1,1,1.5,-73.988,40.732,1,0,-74.006,40.738,9.0,679,2016,1,28,5,0,20,1.7106585405564072
1,1,1.5,-73.987,40.739,1,0,-73.976,40.755,8.5,554,2016,3,2,4,0,7,1.9827770127283888
1,1,1.5,-73.986,40.727,1,0,-73.994,40.739,8.5,638,2016,3,26,7,1,0,1.5601859572859549
1,1,1.5,-73.986,40.733,1,0,-74.008,40.737,8.5,590,2016,3,1,3,0,21,1.9659231940954323
1,1,1.5,-73.986,40.744,1,0,-73.97,40.762,11.0,972,2016,1,12,3,0,12,2.3100365263313627
1,1,1.5,-73.985,40.761,1,0,-73.973,40.78,8.0,506,2016,3,26,7,1,11,2.341628188583521
1,1,1.5,-73.984,40.727,1,0,-74.006,40.733,9.5,735,2016,6,10,6,0,1,2.0016771393697588
1,1,1.5,-73.984,40.738,1,0,-74.005,40.739,8.0,546,2016,1,12,3,0,11,1.792327823173015
1,1,1.5,-73.982,40.773,1,0,-73.976,40.758,8.0,526,2016,6,1,4,0,8,1.7099849581251065
1,1,1.5,-73.979,40.728,1,0,-73.994,40.725,9.5,746,2016,6,2,5,0,20,1.3077561974345768
1,1,1.5,-73.979,40.762,1,0,-73.999,40.761,9.5,716,2016,1,12,3,0,19,1.6922441558240031
1,1,1.5,-73.978,40.737,1,0,-73.964,40.757,11.0,893,2016,6,1,4,0,11,2.50136083392329
1,1,1.5,-73.977,40.75,1,0,-73.989,40.749,14.0,1342,2016,6,15,4,0,13,1.0504705862457258
1,1,1.5,-73.973,40.764,1,0,-73.959,40.777,9.0,677,2016,3,2,4,0,18,1.9202490605067453
1,1,1.5,-73.972,40.76,1,0,-73.957,40.771,8.5,539,2016,6,2,5,0,20,1.7899378769191658
1,1,1.5,-73.969,40.787,1,0,-73.982,40.768,9.0,627,2016,3,28,2,0,18,2.3495308605160283
1,1,1.5,-73.961,40.761,1,0,-73.954,40.777,7.0,388,2016,3,26,7,1,20,1.9271961619135738
1,1,1.5,-73.959,40.768,1,1,-73.982,40.775,8.5,532,2016,3,28,2,0,22,2.0552557060500987
1,1,1.5,-73.955,40.773,1,0,-73.977,40.78,7.5,449,2016,3,24,5,0,21,1.9980723903928626
1,1,1.5,-73.954,40.767,1,0,-73.973,40.76,9.0,634,2016,6,16,5,0,7,1.7785870770437482
1,1,1.5,-73.953,40.783,1,0,-73.965,40.766,9.5,727,2016,3,2,4,0,10,2.1437439046797726
1,1,1.5,-73.95,40.772,1,0,-73.968,40.762,11.0,953,2016,3,1,3,0,13,1.9278299858234351
1,1,1.5,-73.949,40.784,1,0,-73.959,40.769,9.5,782,2016,6,1,4,0,8,1.8975427038203418
1,1,1.6,-74.005,40.751,1,0,-74.007,40.73,8.5,531,2016,3,1,3,0,15,2.3455568514482996
1,1,1.6,-74.001,40.757,1,0,-73.99,40.742,9.0,674,2016,1,16,7,1,13,1.8876336920907786
1,1,1.6,-73.994,40.751,1,0,-73.976,40.761,8.0,502,2016,3,26,7,1,7,1.9026150632910401
1,1,1.6,-73.994,40.757,1,0,-73.971,40.758,9.0,604,2016,6,15,4,0,6,1.977819020776581
1,1,1.6,-73.99,40.732,1,0,-73.983,40.751,12.0,1068,2016,6,2,5,0,20,2.1576574082910436
1,1,1.6,-73.99,40.734,1,0,-73.984,40.722,9.5,694,2016,1,28,5,0,20,1.436992004264144
1,1,1.6,-73.99,40.747,1,0,-73.979,40.767,8.5,568,2016,6,16,5,0,7,2.3863721638047206
1,1,1.6,-73.99,40.756,1,0,-73.998,40.766,9.5,715,2016,1,12,3,0,11,1.2752197026509469
1,1,1.6,-73.989,40.717,1,0,-74.007,40.727,11.5,1011,2016,6,16,5,0,9,1.8968903733371851
1,1,1.6,-73.985,40.728,1,0,-74.005,40.737,11.0,937,2016,1,16,7,1,16,1.9775697966879984
1,1,1.6,-73.983,40.766,1,0,-74.003,40.761,9.0,642,2016,3,28,2,0,17,1.7984327881573239
1,1,1.6,-73.982,40.771,1,0,-73.964,40.756,11.5,1027,2016,6,15,4,0,11,2.2581599287170784
1,1,1.6,-73.982,40.774,1,0,-73.998,40.76,8.0,505,2016,1,12,3,0,12,2.0166195512396197
1,1,1.6,-73.982,40.779,1,0,-73.962,40.775,9.0,669,2016,1,12,3,0,11,1.740365821958664
1,1,1.6,-73.981,40.733,1,0,-73.983,40.75,9.5,678,2016,1,16,7,1,15,1.8739540392213305
1,1,1.6,-73.98,40.761,1,0,-73.959,40.764,7.5,489,2016,1,12,3,0,21,1.8410390093450408
1,1,1.6,-73.98,40.771,1,0,-73.962,40.768,11.0,973,2016,1,12,3,0,14,1.527976092991313
1,1,1.6,-73.979,40.747,1,0,-74.001,40.746,9.0,615,2016,6,2,5,0,10,1.8462490538369645
1,1,1.6,-73.978,40.745,1,0,-73.999,40.739,10.0,826,2016,1,12,3,0,18,1.8418950048160523
1,1,1.6,-73.977,40.764,1,0,-73.96,40.778,10.0,807,2016,6,15,4,0,18,2.0893158162084204
1,1,1.6,-73.976,40.777,1,0,-73.961,40.796,7.5,377,2016,3,27,1,1,17,2.499561203909449
1,1,1.6,-73.975,40.734,1,0,-73.984,40.722,7.0,320,2016,1,28,5,0,13,1.5904150309798653
1,1,1.6,-73.974,40.763,1,0,-73.975,40.744,10.5,867,2016,3,1,3,0,22,2.0321460018238335
1,1,1.6,-73.973,40.761,1,0,-73.959,40.781,7.0,334,2016,3,28,2,0,20,2.4614557582232828
1,1,1.6,-73.971,40.762,1,0,-73.972,40.745,7.5,443,2016,3,27,1,1,0,1.9774080902419646
1,1,1.6,-73.964,40.767,1,0,-73.97,40.749,10.0,835,2016,6,15,4,0,14,2.0973126731476155
1,1,1.6,-73.961,40.782,1,0,-73.977,40.763,13.0,1161,2016,3,2,4,0,12,2.5024495511461584
1,1,1.6,-73.959,40.78,1,0,-73.969,40.763,12.5,1140,2016,3,2,4,0,15,2.0804528273365506
1,1,1.6,-73.956,40.78,1,0,-73.98,40.79,8.5,645,2016,3,1,3,0,8,2.3560687994745813
1,1,1.6,-73.955,40.786,1,0,-73.956,40.768,11.0,912,2016,6,1,4,0,12,1.9947782410299706
1,1,1.6,-73.955,40.786,1,0,-73.94,40.805,8.0,467,2016,3,1,3,0,18,2.5369903050277585
1,1,1.6,-73.954,40.782,1,0,-73.973,40.79,8.5,594,2016,1,15,6,0,12,1.8684654395251685
1,1,1.6,-73.953,40.773,1,0,-73.946,40.791,6.5,308,2016,3,27,1,1,13,2.152201993682997
1,1,1.6,-73.951,40.771,1,0,-73.968,40.756,8.5,608,2016,3,25,6,0,19,2.1452067934183026
1,1,1.6,-73.948,40.776,1,0,-73.967,40.768,8.5,599,2016,3,24,5,0,16,1.844523479749416
1,1,1.6,-73.944,40.776,1,0,-73.962,40.764,10.5,865,2016,6,16,5,0,7,2.0458160550078857
1,1,1.7,-74.008,40.724,1,0,-74.017,40.709,9.5,698,2016,3,2,4,0,17,1.8100654646840069
1,1,1.7,-74.008,40.741,1,0,-73.992,40.755,7.5,468,2016,6,10,6,0,2,2.0994508255855413
1,1,1.7,-74.003,40.76,1,0,-73.98,40.766,9.0,672,2016,3,28,2,0,15,2.0077024101169934
1,1,1.7,-73.999,40.755,1,0,-73.976,40.749,14.0,1294,2016,6,1,4,0,9,2.092895844691461
1,1,1.7,-73.992,40.749,1,0,-74.006,40.728,9.5,727,2016,3,1,3,0,13,2.6012212428744794
1,1,1.7,-73.991,40.735,1,0,-73.991,40.715,8.0,567,2016,6,15,4,0,20,2.2229863323088264
1,1,1.7,-73.99,40.757,1,0,-73.973,40.744,10.5,772,2016,3,25,6,0,18,2.0739718183881206
1,1,1.7,-73.986,40.722,1,0,-73.986,40.74,8.0,429,2016,3,1,3,0,6,2.002619666219604
1,1,1.7,-73.986,40.762,1,0,-73.984,40.744,18.0,1824,2016,6,16,5,0,12,2.013511191470615
1,1,1.7,-73.985,40.745,1,0,-73.986,40.763,9.5,696,2016,1,12,3,0,21,1.972774175539361
1,1,1.7,-73.983,40.765,1,0,-73.968,40.788,9.0,565,2016,3,24,5,0,21,2.8540608309736704
1,1,1.7,-73.982,40.745,1,0,-73.995,40.761,10.5,873,2016,6,1,4,0,12,1.995462881275845
1,1,1.7,-73.982,40.774,1,0,-73.975,40.756,8.5,602,2016,3,28,2,0,8,2.153060479679954
1,1,1.7,-73.979,40.756,1,0,-73.991,40.735,9.0,627,2016,3,1,3,0,19,2.6039248629594955
1,1,1.7,-73.978,40.779,1,0,-73.979,40.759,12.5,1152,2016,6,15,4,0,14,2.227264240346443
1,1,1.7,-73.975,40.733,1,0,-73.991,40.749,11.5,974,2016,3,13,1,1,11,2.1875623810709954
1,1,1.7,-73.975,40.791,1,0,-73.954,40.779,9.0,647,2016,3,1,3,0,19,2.1979099416060364
1,1,1.7,-73.973,40.75,1,0,-73.988,40.728,7.0,335,2016,3,26,7,1,16,2.7270984839913965
1,1,1.7,-73.972,40.766,1,0,-73.956,40.777,10.0,786,2016,1,12,3,0,12,1.8270648442671829
1,1,1.7,-73.97,40.757,1,0,-73.954,40.777,9.5,673,2016,6,15,4,0,22,2.6284821084771157
1,1,1.7,-73.97,40.762,1,0,-73.954,40.784,9.5,654,2016,6,1,4,0,16,2.742087045508561
1,1,1.7,-73.97,40.763,1,0,-73.987,40.751,10.5,889,2016,3,1,3,0,12,1.9885348312697995
1,1,1.7,-73.969,40.756,1,0,-73.991,40.751,14.0,1347,2016,6,16,5,0,8,1.9179286978891992
1,1,1.7,-73.968,40.765,1,0,-73.952,40.784,8.0,470,2016,1,12,3,0,20,2.500584710993885
1,1,1.7,-73.967,40.772,1,0,-73.988,40.763,10.0,764,2016,3,28,2,0,9,2.0710497741743987
1,1,1.7,-73.966,40.762,1,0,-73.992,40.771,10.5,828,2016,6,15,4,0,16,2.3789309411838824
1,1,1.7,-73.959,40.773,1,0,-73.975,40.752,8.0,485,2016,3,25,6,0,21,2.70031891399927
1,1,1.7,-73.957,40.77,1,0,-73.977,40.759,8.5,586,2016,3,13,1,1,11,2.0562712658294475
1,1,1.7,-73.949,40.782,1,0,-73.96,40.762,10.5,871,2016,1,13,4,0,9,2.41907982148662
1,1,1.8,-74.005,40.738,1,0,-73.984,40.755,17.5,1762,2016,6,15,4,0,12,2.6185112250231186
1,1,1.8,-74.002,40.74,1,0,-74.0,40.76,8.0,398,2016,3,25,6,0,6,2.2832143609722353
1,1,1.8,-73.999,40.761,1,0,-74.007,40.74,9.5,609,2016,3,28,2,0,22,2.440693554870417
1,1,1.8,-73.998,40.729,1,0,-74.013,40.706,19.5,2000,2016,3,1,3,0,9,2.8387171583637745
1,1,1.8,-73.997,40.722,1,0,-73.989,40.744,9.5,699,2016,3,13,1,1,15,2.5506749808870435
1,1,1.8,-73.991,40.737,1,0,-73.991,40.756,8.5,546,2016,3,28,2,0,21,2.07637180746219
1,1,1.8,-73.991,40.75,1,0,-73.971,40.754,12.5,1128,2016,1,12,3,0,13,1.8028946383091828
1,1,1.8,-73.989,40.742,1,0,-73.98,40.764,10.5,836,2016,3,1,3,0,17,2.577603002684696
1,1,1.8,-73.988,40.738,1,0,-73.974,40.756,8.5,465,2016,3,27,1,1,23,2.247561987036626
1,1,1.8,-73.987,40.725,1,0,-73.969,40.749,9.0,570,2016,6,16,5,0,12,3.0180522965607537
1,1,1.8,-73.986,40.74,1,0,-74.009,40.747,13.5,1262,2016,6,16,5,0,18,2.0417485870393475
1,1,1.8,-73.986,40.773,1,0,-73.957,40.766,12.5,1115,2016,3,1,3,0,9,2.5282344814318627
1,1,1.8,-73.985,40.748,1,0,-73.977,40.765,8.5,517,2016,3,27,1,1,11,2.071154288361805
1,1,1.8,-73.982,40.743,1,0,-74.008,40.741,10.0,795,2016,3,25,6,0,21,2.157013376761859
1,1,1.8,-73.98,40.759,1,0,-73.998,40.741,7.5,435,2016,1,13,4,0,0,2.5475423703296487
1,1,1.8,-73.979,40.778,1,0,-73.994,40.755,10.0,758,2016,3,2,4,0,22,2.784067781049199
1,1,1.8,-73.978,40.755,1,0,-73.961,40.776,8.5,470,2016,3,26,7,1,19,2.723946863922101
1,1,1.8,-73.977,40.758,1,0,-73.956,40.768,8.5,559,2016,3,2,4,0,22,2.0516582812757913
1,1,1.8,-73.974,40.758,1,0,-73.953,40.765,11.0,885,2016,3,25,6,0,16,1.9342002615731797
1,1,1.8,-73.973,40.744,1,0,-73.968,40.764,8.5,527,2016,3,1,3,0,9,2.275378118680399
1,1,1.8,-73.97,40.785,1,0,-73.951,40.77,11.5,928,2016,3,2,4,0,8,2.2732107059457074
1,1,1.8,-73.969,40.754,1,0,-73.988,40.77,8.5,612,2016,1,25,2,0,6,2.371495355003492
1,1,1.8,-73.968,40.802,1,0,-73.94,40.798,8.5,554,2016,6,9,5,0,21,2.358129581422457
1,1,1.8,-73.963,40.769,1,0,-73.981,40.748,11.5,973,2016,3,1,3,0,13,2.7529574812579254
1,1,1.8,-73.963,40.776,1,0,-73.967,40.793,7.5,333,2016,3,26,7,1,12,1.9862642089326306
1,1,1.8,-73.962,40.763,1,0,-73.979,40.741,8.0,506,2016,3,27,1,1,17,2.7806165788510784
1,1,1.8,-73.957,40.778,1,0,-73.975,40.761,15.0,1462,2016,6,16,5,0,14,2.462214463797104
1,1,1.8,-73.956,40.781,1,0,-73.972,40.759,12.0,1062,2016,6,16,5,0,8,2.7629489977766846
1,1,1.9,-74.001,40.737,1,0,-74.014,40.715,8.5,484,2016,6,15,4,0,7,2.6189574942878786
1,1,1.9,-73.999,40.745,1,0,-73.989,40.727,10.0,701,2016,3,26,7,1,2,2.201229195880927
1,1,1.9,-73.997,40.732,1,0,-73.975,40.744,13.5,1152,2016,1,28,5,0,8,2.278539644934507
1,1,1.9,-73.995,40.745,1,0,-73.974,40.759,8.5,565,2016,3,1,3,0,7,2.3277624993455843
1,1,1.9,-73.994,40.733,1,0,-73.972,40.745,12.5,1082,2016,6,15,4,0,11,2.3383579153147664
1,1,1.9,-73.991,40.731,1,0,-73.987,40.753,11.0,810,2016,3,1,3,0,17,2.563146663497354
1,1,1.9,-73.991,40.75,1,0,-73.97,40.756,9.0,605,2016,3,26,7,1,8,1.8729244276145436
1,1,1.9,-73.991,40.751,1,0,-73.971,40.764,12.0,1026,2016,6,2,5,0,8,2.2207946011161335
1,1,1.9,-73.99,40.757,1,0,-73.967,40.764,9.0,681,2016,3,27,1,1,16,2.0599613105857952
1,1,1.9,-73.989,40.758,1,0,-73.989,40.779,9.0,633,2016,3,2,4,0,15,2.268166680349368
1,1,1.9,-73.988,40.744,1,0,-73.987,40.765,12.5,1082,2016,3,1,3,0,10,2.3024841872692265
1,1,1.9,-73.982,40.729,1,0,-74.006,40.724,10.5,825,2016,6,15,4,0,8,2.113156393971553
1,1,1.9,-73.982,40.771,1,0,-74.002,40.752,8.0,440,2016,6,10,6,0,1,2.710480139729154
1,1,1.9,-73.982,40.772,1,0,-74.003,40.761,12.0,1015,2016,6,1,4,0,9,2.138522963103592
1,1,1.9,-73.981,40.742,1,0,-73.981,40.725,9.0,627,2016,3,25,6,0,21,1.8946492337306948
1,1,1.9,-73.979,40.74,1,0,-74.006,40.733,11.5,953,2016,1,13,4,0,8,2.3072406292442
1,1,1.9,-73.978,40.725,1,0,-74.002,40.739,10.0,761,2016,6,1,4,0,14,2.5208384741593957
1,1,1.9,-73.975,40.761,1,0,-73.957,40.782,8.0,371,2016,3,1,3,0,21,2.784867771455235
1,1,1.9,-73.975,40.788,1,0,-73.961,40.812,8.0,474,2016,6,15,4,0,13,2.8780392324415387
1,1,1.9,-73.974,40.752,1,0,-74.001,40.748,9.5,664,2016,1,16,7,1,17,2.300461995531865
1,1,1.9,-73.973,40.678,1,0,-73.993,40.696,10.0,714,2016,3,26,7,1,23,2.6053914423589895
1,1,1.9,-73.972,40.76,1,0,-73.971,40.782,9.5,705,2016,3,25,6,0,20,2.4453695450799184
1,1,1.9,-73.966,40.758,1,0,-73.947,40.772,8.5,507,2016,6,1,4,0,20,2.32064549956025
1,1,1.9,-73.966,40.762,1,0,-73.958,40.785,9.0,615,2016,3,1,3,0,13,2.581963055678534
1,1,1.9,-73.964,40.765,1,0,-73.98,40.781,10.5,826,2016,6,16,5,0,9,2.2377043612378515
1,1,1.9,-73.959,40.781,1,0,-73.983,40.775,9.0,646,2016,1,12,3,0,18,2.1506245236434958
1,1,1.9,-73.957,40.777,1,0,-73.979,40.766,11.5,892,2016,3,13,1,1,15,2.207145717762284
1,1,1.9,-73.955,40.781,1,0,-73.977,40.764,15.5,1447,2016,1,28,5,0,17,2.648048426697357
1,1,1.9,-73.955,40.783,1,0,-73.973,40.757,10.5,780,2016,3,1,3,0,12,3.18980503584716
1,1,1.9,-73.954,40.767,1,0,-73.978,40.762,10.0,750,2016,3,13,1,1,14,2.0952217688964034
1,1,1.9,-73.945,40.778,1,0,-73.962,40.758,9.5,639,2016,3,1,3,0,17,2.6953032716915133
1,1,2.0,-74.008,40.722,1,0,-73.995,40.746,7.5,319,2016,3,27,1,1,1,2.88759561004364
1,1,2.0,-74.002,40.74,1,0,-73.974,40.726,13.5,1196,2016,3,1,3,0,13,2.8208250807960895
1,1,2.0,-73.995,40.744,1,0,-73.981,40.764,15.5,1480,2016,6,15,4,0,11,2.504527854836557
1,1,2.0,-73.995,40.745,1,0,-73.975,40.758,8.0,407,2016,3,28,2,0,7,2.228150063606081
1,1,2.0,-73.994,40.75,1,0,-73.972,40.756,16.0,1581,2016,1,28,5,0,10,1.9206727708396696
1,1,2.0,-73.993,40.742,1,0,-73.994,40.721,10.0,691,2016,3,25,6,0,0,2.2793263706637954
1,1,2.0,-73.989,40.727,1,0,-74.002,40.745,8.0,429,2016,3,28,2,0,1,2.3083256266087586
1,1,2.0,-73.989,40.743,1,0,-73.969,40.759,11.5,931,2016,3,2,4,0,8,2.4267431738981435
1,1,2.0,-73.986,40.761,1,0,-74.004,40.742,10.5,773,2016,1,28,5,0,19,2.5933130205388153
1,1,2.0,-73.982,40.779,1,0,-74.002,40.756,9.5,648,2016,3,27,1,1,15,2.99964800092355
1,1,2.0,-73.981,40.754,1,0,-73.99,40.73,10.0,727,2016,3,25,6,0,23,2.748816919554073
1,1,2.0,-73.979,40.737,1,0,-73.98,40.714,9.0,495,2016,1,28,5,0,12,2.5225436424555125
1,1,2.0,-73.979,40.762,1,0,-73.953,40.766,16.0,1466,2016,6,15,4,0,15,2.2607765664323964
1,1,2.0,-73.979,40.777,1,0,-73.95,40.772,11.0,830,2016,6,16,5,0,17,2.468228910671006
1,1,2.0,-73.978,40.76,1,0,-73.977,40.788,12.5,997,2016,6,2,5,0,11,3.105707556934363
1,1,2.0,-73.976,40.739,1,0,-73.999,40.73,12.5,1074,2016,6,1,4,0,13,2.188689629904008
1,1,2.0,-73.976,40.786,1,0,-73.948,40.785,9.5,608,2016,1,16,7,1,18,2.4043000172608586
1,1,2.0,-73.974,40.75,1,0,-73.983,40.726,8.5,480,2016,3,28,2,0,21,2.703109591063589
1,1,2.0,-73.974,40.761,1,0,-73.955,40.767,12.0,972,2016,1,12,3,0,14,1.7499893334627565
1,1,2.0,-73.973,40.744,1,0,-73.962,40.768,12.5,1063,2016,6,14,3,0,19,2.846279856046458
1,1,2.0,-73.97,40.789,1,0,-73.951,40.772,8.5,537,2016,6,16,5,0,8,2.5475827989300064
1,1,2.0,-73.969,40.761,1,0,-73.96,40.782,8.5,515,2016,6,14,3,0,21,2.399044427690342
1,1,2.0,-73.969,40.765,1,0,-73.985,40.741,11.0,856,2016,6,16,5,0,11,2.985154761860047
1,1,2.0,-73.968,40.755,1,0,-73.95,40.773,9.5,664,2016,3,2,4,0,20,2.4890408776252135
1,1,2.0,-73.967,40.793,1,0,-73.987,40.77,8.5,541,2016,6,15,4,0,15,3.048485273226642
1,1,2.1,-74.008,40.715,1,0,-73.984,40.727,11.0,885,2016,3,25,6,0,19,2.3678654494706297
1,1,2.1,-74.007,40.732,1,0,-73.99,40.718,12.5,1080,2016,1,12,3,0,16,2.040979335325988
1,1,2.1,-74.004,40.752,1,0,-73.977,40.756,10.0,720,2016,3,2,4,0,0,2.375589438133724
1,1,2.1,-74.001,40.719,1,0,-74.017,40.705,9.5,523,2016,6,2,5,0,20,2.0256593240010643
1,1,2.1,-73.995,40.725,1,0,-73.977,40.75,10.0,690,2016,6,1,4,0,23,3.1620422129822052
1,1,2.1,-73.993,40.755,1,0,-73.999,40.731,11.5,990,2016,3,28,2,0,10,2.665870116074468
1,1,2.1,-73.992,40.721,1,0,-73.989,40.745,12.5,1019,2016,3,25,6,0,23,2.626753102436386
1,1,2.1,-73.99,40.737,1,0,-73.986,40.754,11.5,900,2016,6,2,5,0,21,1.896138163204592
1,1,2.1,-73.99,40.741,1,0,-73.977,40.765,11.0,836,2016,3,24,5,0,20,2.843666932821282
1,1,2.1,-73.99,40.742,1,0,-73.973,40.764,10.0,682,2016,3,28,2,0,19,2.7758222449920678
1,1,2.1,-73.988,40.729,1,0,-73.976,40.752,13.0,1110,2016,6,9,5,0,22,2.8188142476415594
1,1,2.1,-73.983,40.747,1,0,-73.998,40.723,11.0,899,2016,3,1,3,0,19,2.992775668326136
1,1,2.1,-73.978,40.754,1,0,-74.001,40.736,10.0,651,2016,3,26,7,1,11,2.7453373577952322
1,1,2.1,-73.977,40.752,1,0,-74.003,40.744,13.5,1199,2016,6,15,4,0,9,2.420050168583807
1,1,2.1,-73.977,40.758,1,0,-73.958,40.777,9.5,603,2016,6,1,4,0,22,2.635524649092513
1,1,2.1,-73.975,40.755,1,0,-73.986,40.776,10.5,757,2016,1,16,7,1,10,2.4799206805858414
1,1,2.1,-73.972,40.787,1,0,-73.981,40.762,10.0,727,2016,3,2,4,0,17,2.884998413402342
1,1,2.1,-73.967,40.767,1,0,-73.99,40.751,11.0,841,2016,6,15,4,0,23,2.610436915952225
1,1,2.1,-73.964,40.803,1,0,-73.975,40.778,9.5,629,2016,6,1,4,0,9,2.863547274636647
1,1,2.1,-73.959,40.772,1,0,-73.982,40.752,9.5,576,2016,3,13,1,1,12,2.9604493942725103
1,1,2.1,-73.953,40.777,1,0,-73.976,40.758,8.5,521,2016,1,25,2,0,5,2.7851705483115765
1,1,2.1,-73.953,40.786,1,0,-73.973,40.76,10.0,617,2016,3,13,1,1,12,3.3315516186947467
1,1,2.1,-73.948,40.775,1,0,-73.969,40.758,8.5,397,2016,6,10,6,0,6,2.6509236337954274
1,1,2.1,-73.947,40.784,1,0,-73.97,40.764,14.0,1233,2016,1,12,3,0,13,2.9619464688926778
1,1,2.2,-74.014,40.705,1,0,-73.984,40.713,11.0,761,2016,3,1,3,0,13,2.646614445560321
1,1,2.2,-74.008,40.743,1,0,-74.011,40.717,9.5,560,2016,6,2,5,0,17,2.8583597568479404
1,1,2.2,-74.007,40.73,1,0,-73.988,40.759,11.0,731,2016,3,27,1,1,19,3.6737520266597676
1,1,2.2,-74.007,40.732,1,0,-73.988,40.76,10.0,708,2016,6,2,5,0,21,3.5423529450179347
1,1,2.2,-73.997,40.721,1,0,-73.976,40.748,10.5,739,2016,3,27,1,1,20,3.494781201582253
1,1,2.2,-73.995,40.733,1,0,-73.981,40.759,12.0,948,2016,6,2,5,0,8,3.105533708563506
1,1,2.2,-73.992,40.697,1,0,-73.995,40.72,11.0,712,2016,3,26,7,1,15,2.5876639376418042
1,1,2.2,-73.991,40.686,1,0,-73.986,40.666,9.5,546,2016,3,27,1,1,2,2.279049907847266
1,1,2.2,-73.99,40.733,1,0,-73.971,40.762,15.0,1350,2016,6,16,5,0,18,3.539503934811441
1,1,2.2,-73.99,40.739,1,0,-73.996,40.759,12.5,1007,2016,1,12,3,0,19,2.2620353739490446
1,1,2.2,-73.989,40.722,1,0,-73.982,40.747,9.5,648,2016,3,27,1,1,1,2.8691759843936153
1,1,2.2,-73.989,40.748,1,0,-73.979,40.774,9.5,562,2016,3,2,4,0,7,3.017286613561147
1,1,2.2,-73.988,40.764,1,0,-73.992,40.741,10.5,767,2016,3,27,1,1,0,2.562875033121898
1,1,2.2,-73.987,40.759,1,0,-74.008,40.742,11.5,898,2016,6,15,4,0,14,2.584043773985137
1,1,2.2,-73.986,40.735,1,0,-73.971,40.762,10.0,685,2016,6,10,6,0,7,3.2683898692228985
1,1,2.2,-73.986,40.753,1,0,-73.991,40.775,14.5,1347,2016,3,1,3,0,18,2.53263835711924
1,1,2.2,-73.984,40.695,1,0,-74.004,40.721,9.0,398,2016,6,10,6,0,5,3.411573189450043
1,1,2.2,-73.984,40.721,1,0,-73.988,40.744,10.5,786,2016,3,27,1,1,13,2.5696445586904524
1,1,2.2,-73.982,40.756,1,0,-73.959,40.78,15.0,1331,2016,6,2,5,0,11,3.330315788189739
1,1,2.2,-73.982,40.763,1,0,-74.006,40.744,10.5,745,2016,6,14,3,0,20,2.9234932924230086
1,1,2.2,-73.98,40.743,1,0,-73.958,40.765,10.5,657,2016,6,15,4,0,23,3.1735601155168474
1,1,2.2,-73.98,40.753,1,0,-73.958,40.782,11.5,943,2016,3,1,3,0,11,3.698080901425393
1,1,2.2,-73.974,40.76,1,0,-73.978,40.783,9.5,612,2016,1,12,3,0,21,2.6139487783112454
1,1,2.2,-73.973,40.756,1,0,-73.994,40.732,11.5,1093,2016,1,13,4,0,9,3.2094269747944386
1,1,2.2,-73.968,40.767,1,0,-73.989,40.745,12.0,1005,2016,6,14,3,0,21,2.996977695367339
1,1,2.2,-73.967,40.758,1,0,-73.987,40.729,14.0,1279,2016,3,2,4,0,11,3.6232943221261555
1,1,2.2,-73.962,40.712,1,0,-73.949,40.687,9.0,580,2016,3,26,7,1,10,2.9424892252749397
1,1,2.2,-73.96,40.777,1,0,-73.974,40.751,11.5,909,2016,6,2,5,0,20,3.11054804808261
1,1,2.2,-73.959,40.778,1,0,-73.979,40.76,10.5,743,2016,3,28,2,0,7,2.623870472431573
